feature,n_pairs,mean_delta_ai_minus_real,median_delta,std_delta,cohens_dz,direction_consistency_ai_gt_real,exact_signflip_p,q_fdr
qwt_HH2_magnitude_mean,8,-0.01764395390637219,-0.016208559274673462,0.01011887408919122,-1.7436676996721512,0.0,0.0078125,0.025320030120481927
qwt_HH2_phase_gb_circular_coherence,8,0.37027934804791585,0.4271537773311138,0.1937727164055681,1.9108951709843285,1.0,0.0078125,0.025320030120481927
qwt_HH2_phase_gb_std,8,-0.33161796629428864,-0.40621477365493774,0.21991914161313753,-1.5079086061441704,0.0,0.0078125,0.025320030120481927
qwt_HH2_phase_rb_circular_coherence,8,0.36827992781763896,0.4312781543121673,0.19529166388746783,1.88579440866381,1.0,0.0078125,0.025320030120481927
qwt_HH2_phase_rg_circular_coherence,8,0.37235176406102255,0.43765402492135763,0.19515987107409413,1.9079320047288615,1.0,0.0078125,0.025320030120481927
qwt_HH3_magnitude_mean,8,-0.023143662605434656,-0.019973518326878548,0.016004240747945965,-1.4460956298976562,0.0,0.0078125,0.025320030120481927
qwt_HH3_phase_gb_circular_coherence,8,0.181162053195294,0.14456613082438707,0.12503832379107183,1.4488522214837112,1.0,0.0078125,0.025320030120481927
qwt_HH3_phase_gb_std,8,-0.1261756867170334,-0.11530280113220215,0.11377940064230932,-1.1089501790723484,0.0,0.0078125,0.025320030120481927
qwt_HH3_phase_rb_circular_coherence,8,0.18656770506640896,0.14144342951476574,0.12487718806916165,1.4940094980604528,1.0,0.0078125,0.025320030120481927
qwt_HH3_phase_rb_std,8,-0.1438516229391098,-0.12505143880844116,0.118097042386561,-1.2180798098926784,0.0,0.0078125,0.025320030120481927
qwt_HH3_phase_rg_circular_coherence,8,0.2012029143224936,0.15804652590304613,0.12906099520277678,1.5589753821932768,1.0,0.0078125,0.025320030120481927
qwt_HH3_phase_rg_std,8,-0.14869441092014313,-0.10411107540130615,0.13669692879540155,-1.087767020301521,0.0,0.0078125,0.025320030120481927
qwt_HL1_magnitude_entropy,8,-1.1293337643146515,-1.1219019889831543,0.601191546298256,-1.878492422703462,0.0,0.0078125,0.025320030120481927
qwt_HL1_magnitude_mean,8,-0.010380761115811765,-0.011090066283941269,0.00555305481955043,-1.8693784688140682,0.0,0.0078125,0.025320030120481927
qwt_HL1_phase_gb_circular_coherence,8,0.4220706059713848,0.5022172704339027,0.20379490239995138,2.0710557575334403,1.0,0.0078125,0.025320030120481927
qwt_HL1_phase_gb_std,8,-0.43953627347946167,-0.5681542754173279,0.24451056962260945,-1.7976166599172592,0.0,0.0078125,0.025320030120481927
qwt_HL1_phase_rb_circular_coherence,8,0.4185949948732741,0.517286378890276,0.20707356154648104,2.021479670060698,1.0,0.0078125,0.025320030120481927
qwt_HL1_phase_rb_std,8,-0.4334178566932678,-0.5775392651557922,0.25092963821914044,-1.7272485616655526,0.0,0.0078125,0.025320030120481927
qwt_HL1_phase_rg_circular_coherence,8,0.41805357462726533,0.5070370025932789,0.20400108047665805,2.049271374693034,1.0,0.0078125,0.025320030120481927
qwt_HL1_phase_rg_std,8,-0.4189752787351608,-0.563946008682251,0.24090988167707433,-1.7391369578470541,0.0,0.0078125,0.025320030120481927
qwt_HL2_magnitude_entropy,8,-0.8683304488658905,-0.8791779279708862,0.28345635690608456,-3.063365585953635,0.0,0.0078125,0.025320030120481927
qwt_HL2_magnitude_mean,8,-0.02031585481017828,-0.02329319156706333,0.012394259413120567,-1.639134226016918,0.0,0.0078125,0.025320030120481927
qwt_HL2_phase_gb_circular_coherence,8,0.25355931278318167,0.30851127579808235,0.14258065257849278,1.7783570785916656,1.0,0.0078125,0.025320030120481927
qwt_HL2_phase_rb_circular_coherence,8,0.28469405928626657,0.3682511914521456,0.1563744003618167,1.8205924922976253,1.0,0.0078125,0.025320030120481927
qwt_HL2_phase_rg_circular_coherence,8,0.291425583709497,0.3739676643162966,0.15613369924559825,1.8665130277294248,1.0,0.0078125,0.025320030120481927
qwt_HL3_phase_gb_circular_coherence,8,0.1284697144292295,0.13273646123707294,0.0947791413255459,1.355464004342092,1.0,0.0078125,0.025320030120481927
qwt_LH1_magnitude_entropy,8,-1.115396574139595,-1.1462947130203247,0.5466855748954706,-2.040289016868362,0.0,0.0078125,0.025320030120481927
qwt_LH1_magnitude_mean,8,-0.015730223152786493,-0.011413490399718285,0.016586931424713486,-0.948350406112456,0.0,0.0078125,0.025320030120481927
qwt_LH1_phase_gb_circular_coherence,8,0.4159979388350621,0.5189637672156096,0.2321720006704654,1.791766180391024,1.0,0.0078125,0.025320030120481927
qwt_LH1_phase_gb_std,8,-0.4630879685282707,-0.589087724685669,0.27669949180040393,-1.673613368478166,0.0,0.0078125,0.025320030120481927
qwt_LH1_phase_rb_circular_coherence,8,0.4166683969087899,0.524763498455286,0.23246193061869577,1.7924156260761919,1.0,0.0078125,0.025320030120481927
qwt_LH1_phase_rb_std,8,-0.46405141800642014,-0.596483588218689,0.2735580541523481,-1.6963544335930383,0.0,0.0078125,0.025320030120481927
qwt_LH1_phase_rg_circular_coherence,8,0.4133107193047181,0.5183178279548883,0.2301318369331849,1.7959736680184595,1.0,0.0078125,0.025320030120481927
qwt_LH1_phase_rg_std,8,-0.4522484391927719,-0.5994126796722412,0.27136894323017846,-1.6665445714219747,0.0,0.0078125,0.025320030120481927
