feature,mean_delta_ai_minus_real,median_delta,cohens_dz,direction_consistency_ai_gt_real,exact_signflip_p,q_fdr,abs_effect
glcm_contrast_mean,-2.0034972955799484,-1.9314657516165004,-1.0725671222112063,0.25,0.03125,0.061810661764705885,1.0725671222112063
HH2_energy,-0.0011908641117770458,-0.0009828325200942345,-1.067656497393482,0.125,0.0234375,0.05084425403225806,1.067656497393482
hp_kurtosis,9.759084850549698,8.892878532409668,1.0567608636927492,1.0,0.0078125,0.025320030120481927,1.0567608636927492
qwt_HH1_magnitude_mean,-0.00913293166377116,-0.0063884686678647995,-1.052089265807391,0.125,0.015625,0.03686951754385965,1.052089265807391
qwt_HH2_magnitude_energy,-0.0034227031574118882,-0.002930624585133046,-1.0494075748144434,0.125,0.0234375,0.05084425403225806,1.0494075748144434
qwt_HL3_phase_rg_circular_coherence,0.10887772554997355,0.11426984705030918,1.0486546694976533,0.75,0.0390625,0.07348120629370629,1.0486546694976533
HH1_absmean,-0.005265684667392634,-0.0036046376917511225,-1.0414626608976583,0.125,0.015625,0.03686951754385965,1.0414626608976583
crossdiff_fft_highfreq_ratio,-0.024844836443662643,-0.02018546313047409,-1.0391417058247392,0.125,0.015625,0.03686951754385965,1.0391417058247392
qwt_HL3_phase_rb_circular_coherence,0.10112360981293023,0.1108339224010706,1.0338309272388964,0.875,0.0390625,0.07348120629370629,1.0338309272388964
qwt_LH1_quaternion_skewness,0.6685385853052139,0.5262199640274048,1.0286960361777586,0.875,0.015625,0.03686951754385965,1.0286960361777586
qwt_LH1_quaternion_kurtosis,11.758248090744019,8.386760711669922,1.0017097837053708,0.875,0.015625,0.03686951754385965,1.0017097837053708
laplacian_absmean,-0.0034166484256275,-0.002352337818592787,-0.995488242421323,0.0,0.0078125,0.025320030120481927,0.995488242421323
crossdiff_absmean,-0.009778594714589417,-0.006393916439265013,-0.9922974832221628,0.125,0.0234375,0.05084425403225806,0.9922974832221628
qwt_detail_magnitude_energy_ratio,-0.0012729569259282223,-0.0013361448934392159,-0.9847471944266167,0.25,0.0390625,0.07348120629370629,0.9847471944266167
contour_count,-74.0,-51.0,-0.9806948273749505,0.125,0.015625,0.03686951754385965,0.9806948273749505
qwt_LH3_phase_gb_circular_coherence,0.12493232532870024,0.1188969537615776,0.9776244741923413,0.75,0.046875,0.0813508064516129,0.9776244741923413
LH2_energy,-0.002122247351508122,-0.0017861522210296243,-0.976404289085763,0.25,0.03125,0.061810661764705885,0.976404289085763
